CATALOG_NBR;STRM;SESSION_CODE;CLASS_SECTION;SEQ;CLASS_EXAM_TYPE;DATE_HEURE_DEBUT;DATE_HEURE_FIN;FACILITY_ID;DESCR;STRM_ID
5340208;2102;P7;T01;      1; ;2010-06-14 18:45;2010-06-14 21:45; ; ;2102P7
5340208;2102;P7;T01;      1;FIN;2010-07-04 09:00;2010-07-04 12:00; ; ;2102P7
5340208;2102;P7;T01;      2; ;2010-06-16 18:45;2010-06-16 21:45; ; ;2102P7
5340208;2102;P7;T01;      3; ;2010-06-21 18:45;2010-06-21 21:45; ; ;2102P7
5340208;2102;P7;T01;      4; ;2010-06-23 18:45;2010-06-23 21:45; ; ;2102P7
5340208;2102;P7;T01;      5; ;2010-06-28 18:45;2010-06-28 21:45; ; ;2102P7
5340208;2102;P7;T01;      6; ;2010-06-30 18:45;2010-06-30 21:45; ; ;2102P7
5340302;2101;P5;V01;      1; ;2010-03-09 18:45;2010-03-09 21:45;OCGA; ;2101P5
5340302;2101;P5;V01;      2; ;2010-03-16 18:45;2010-03-16 21:45;OCGA; ;2101P5
5340302;2101;P5;V01;      3; ;2010-03-23 18:45;2010-03-23 21:45;OCGA; ;2101P5
5340302;2101;P5;V01;      4; ;2010-03-30 18:45;2010-03-30 21:45;OCGA; ;2101P5
5340302;2101;P5;V01;      5; ;2010-04-06 18:45;2010-04-06 21:45;OCGA; ;2101P5
5340302;2101;P5;V01;      6; ;2010-04-13 18:45;2010-04-13 21:45;OCGA; ;2101P5
5340502;2093;P2;V01;      1; ;2009-10-13 18:45;2009-10-13 21:45;MHUS; ;2093P2
5340502;2093;P2;V01;      2; ;2009-10-20 18:45;2009-10-20 21:45;MHUS; ;2093P2
5340502;2093;P2;V01;      3; ;2009-10-27 18:45;2009-10-27 21:45;MHUS; ;2093P2
5340502;2093;P2;V01;      4; ;2009-10-30 18:45;2009-10-30 21:45;MHUS; ;2093P2
5340502;2093;P2;V01;      5; ;2009-11-10 18:45;2009-11-10 21:45;MHUS; ;2093P2
5340502;2093;P2;V01;      6; ;2009-11-17 18:45;2009-11-17 21:45;MHUS; ;2093P2
5340603;2093;P1;T01;      1; ;2009-09-02 18:45;2009-09-02 21:45;HDES; ;2093P1
5340603;2093;P1;T01;      2; ;2009-09-09 18:45;2009-09-09 21:45;HDES; ;2093P1
5340603;2093;P1;T01;      3; ;2009-09-16 18:45;2009-09-16 21:45;HDES; ;2093P1
5340603;2093;P1;T01;      4; ;2009-09-23 18:45;2009-09-23 21:45;HDES; ;2093P1
5340603;2093;P1;T01;      5; ;2009-09-30 18:45;2009-09-30 21:45;HDES; ;2093P1
5340603;2093;P1;T01;      6; ;2009-10-07 18:45;2009-10-07 21:45;HDES; ;2093P1
5340603;2101;P5;A01;      1; ;2010-03-11 12:00;2010-03-11 15:00;HDES; ;2101P5
5340603;2101;P5;A01;      2; ;2010-03-18 12:00;2010-03-18 15:00;HDES; ;2101P5
5340603;2101;P5;A01;      3; ;2010-03-25 12:00;2010-03-25 15:00;HDES; ;2101P5
5340603;2101;P5;A01;      4; ;2010-04-01 12:00;2010-04-01 15:00;HDES; ;2101P5
5340603;2101;P5;A01;      5; ;2010-04-08 12:00;2010-04-08 15:00;HDES; ;2101P5
5340603;2101;P5;A01;      6; ;2010-04-15 12:00;2010-04-15 15:00;HDES; ;2101P5
5340702;2093;P2;F10;      1; ;2009-10-25 08:30;2009-10-25 12:30;OCGA; ;2093P2
5340702;2093;P2;F10;      2; ;2009-10-25 13:30;2009-10-25 17:30;OCGA; ;2093P2
5340702;2093;P2;F10;      3; ;2009-11-08 08:30;2009-11-08 12:30;OCGA; ;2093P2
5340702;2093;P2;F10;      4; ;2009-11-08 13:30;2009-11-08 17:30;OCGA; ;2093P2
5340702;2093;P2;F10;      5; ;2009-11-22 08:30;2009-11-22 12:30;OCGA; ;2093P2
5340702;2093;P2;F10;      6; ;2009-11-22 13:30;2009-11-22 17:30;OCGA; ;2093P2
5340702;2093;P2;V01;      1; ;2009-10-16 18:45;2009-10-16 21:45;HDES; ;2093P2
5340702;2093;P2;V01;      2; ;2009-10-20 18:45;2009-10-20 21:45;HDES; ;2093P2
5340702;2093;P2;V01;      3; ;2009-10-27 18:45;2009-10-27 21:45;HDES; ;2093P2
5340702;2093;P2;V01;      4; ;2009-11-03 18:45;2009-11-03 21:45;HDES; ;2093P2
5340702;2093;P2;V01;      5; ;2009-11-10 18:45;2009-11-10 21:45;HDES; ;2093P2
5340702;2093;P2;V01;      6; ;2009-11-17 18:45;2009-11-17 21:45;HDES; ;2093P2
5340702;2101;P5;V01;      1; ;2010-03-09 18:45;2010-03-09 21:45;MHUS; ;2101P5
5340702;2101;P5;V01;      2; ;2010-03-16 18:45;2010-03-16 21:45;MHUS; ;2101P5
5340702;2101;P5;V01;      3; ;2010-03-23 18:45;2010-03-23 21:45;MHUS; ;2101P5
5340702;2101;P5;V01;      4; ;2010-03-30 18:45;2010-03-30 21:45;MHUS; ;2101P5
5340702;2101;P5;V01;      5; ;2010-04-06 18:45;2010-04-06 21:45;MHUS; ;2101P5
5340702;2101;P5;V01;      6; ;2010-04-13 18:45;2010-04-13 21:45;MHUS; ;2101P5
5341204;2093;P1;T01;      1; ;2009-09-01 18:45;2009-09-01 21:45;HDES; ;2093P1
5341204;2093;P1;T01;      2; ;2009-09-08 18:45;2009-09-08 21:45;HDES; ;2093P1
5341204;2093;P1;T01;      3; ;2009-09-15 18:45;2009-09-15 21:45;HDES; ;2093P1
5341204;2093;P1;T01;      4; ;2009-09-22 18:45;2009-09-22 21:45;HDES; ;2093P1
5341204;2093;P1;T01;      5; ;2009-09-29 18:45;2009-09-29 21:45;HDES; ;2093P1
5341204;2093;P1;T01;      6; ;2009-10-06 18:45;2009-10-06 21:45;HDES; ;2093P1
5341204;2101;P5;A01;      1; ;2010-03-11 15:30;2010-03-11 18:30;MHUS; ;2101P5
5341204;2101;P5;A01;      2; ;2010-03-18 15:30;2010-03-18 18:30;MHUS; ;2101P5
5341204;2101;P5;A01;      3; ;2010-03-25 15:30;2010-03-25 18:30;MHUS; ;2101P5
5341204;2101;P5;A01;      4; ;2010-04-01 15:30;2010-04-01 18:30;MHUS; ;2101P5
5341204;2101;P5;A01;      5; ;2010-04-08 15:30;2010-04-08 18:30;MHUS; ;2101P5
5341204;2101;P5;A01;      6; ;2010-04-15 15:30;2010-04-15 18:30;MHUS; ;2101P5
5341704;2093;P3;X01;      1; ;2009-11-26 18:45;2009-11-26 21:45;MHUS; ;2093P3
5341704;2093;P3;X01;      2; ;2009-12-03 18:45;2009-12-03 21:45;MHUS; ;2093P3
5341704;2093;P3;X01;      3; ;2009-12-10 18:45;2009-12-10 21:45;MHUS; ;2093P3
5341704;2093;P3;X01;      4; ;2009-12-17 18:45;2009-12-17 21:45;MHUS; ;2093P3
5341704;2093;P3;X01;      5; ;2010-01-07 18:45;2010-01-07 21:45;MHUS; ;2093P3
5341704;2093;P3;X01;      6; ;2010-01-14 18:45;2010-01-14 21:45;MHUS; ;2093P3
5341704;2101;P5;A01;      1; ;2010-03-09 12:00;2010-03-09 15:00;MHUS; ;2101P5
5341704;2101;P5;A01;      2; ;2010-03-16 12:00;2010-03-16 15:00;MHUS; ;2101P5
5341704;2101;P5;A01;      3; ;2010-03-23 12:00;2010-03-23 15:00;MHUS; ;2101P5
5341704;2101;P5;A01;      4; ;2010-03-30 12:00;2010-03-30 15:00;MHUS; ;2101P5
5341704;2101;P5;A01;      5; ;2010-04-06 12:00;2010-04-06 15:00;MHUS; ;2101P5
5341704;2101;P5;A01;      6; ;2010-04-13 12:00;2010-04-13 15:00;MHUS; ;2101P5
5342002;2101;P4;F02;      1; ;2010-01-31 08:30;2010-01-31 12:30;HDES; ;2101P4
5342002;2101;P4;F02;      2; ;2010-01-31 13:30;2010-01-31 17:30;HDES; ;2101P4
5342002;2101;P4;F02;      3; ;2010-02-14 08:30;2010-02-14 12:30;HDES; ;2101P4
5342002;2101;P4;F02;      4; ;2010-02-14 13:30;2010-02-14 17:30;HDES; ;2101P4
5342002;2101;P4;F02;      5; ;2010-02-28 08:30;2010-02-28 12:30;HDES; ;2101P4
5342002;2101;P4;F02;      6; ;2010-02-28 13:30;2010-02-28 17:30;HDES; ;2101P4
5342002;2101;P6;C01;      1; ;2010-04-26 15:30;2010-04-26 18:30;TRAN; ;2101P6
5342002;2101;P6;C01;      2; ;2010-05-01 09:00;2010-05-01 12:00;TRAN; ;2101P6
5342002;2101;P6;C01;      3; ;2010-05-01 13:00;2010-05-01 16:00;TRAN; ;2101P6
5342002;2101;P6;C01;      4; ;2010-05-10 15:30;2010-05-10 18:30;TRAN; ;2101P6
5342002;2101;P6;C01;      5; ;2010-05-24 15:30;2010-05-24 18:30;TRAN; ;2101P6
5342002;2101;P6;C01;      6; ;2010-05-31 15:30;2010-05-31 18:30;TRAN; ;2101P6
5342002;2101;P6;X01;      1; ;2010-04-28 18:45;2010-04-28 21:45;MHUS; ;2101P6
5342002;2101;P6;X01;      2; ;2010-05-02 09:00;2010-05-02 12:00;MHUS; ;2101P6
5342002;2101;P6;X01;      3; ;2010-05-02 13:00;2010-05-02 16:00;MHUS; ;2101P6
5342002;2101;P6;X01;      4; ;2010-05-12 18:45;2010-05-12 21:45;MHUS; ;2101P6
5342002;2101;P6;X01;      5; ;2010-05-26 18:45;2010-05-26 21:45;MHUS; ;2101P6
5342002;2101;P6;X01;      6; ;2010-06-02 18:45;2010-06-02 21:45;MHUS; ;2101P6
5342102;2101;P5;A01;      1; ;2010-03-09 08:30;2010-03-09 11:30;MHUS; ;2101P5
5342102;2101;P5;A01;      2; ;2010-03-16 08:30;2010-03-16 11:30;MHUS; ;2101P5
5342102;2101;P5;A01;      3; ;2010-03-23 08:30;2010-03-23 11:30;MHUS; ;2101P5
5342102;2101;P5;A01;      4; ;2010-03-30 08:30;2010-03-30 11:30;MHUS; ;2101P5
5342102;2101;P5;A01;      5; ;2010-04-06 08:30;2010-04-06 11:30;MHUS; ;2101P5
5342102;2101;P5;A01;      6; ;2010-04-13 08:30;2010-04-13 11:30;MHUS; ;2101P5
5342102;2101;P5;F02;      1; ;2010-03-27 08:30;2010-03-27 12:30;MHUS; ;2101P5
5342102;2101;P5;F02;      2; ;2010-03-27 13:30;2010-03-27 17:30;MHUS; ;2101P5
5342102;2101;P5;F02;      3; ;2010-04-10 08:30;2010-04-10 12:30;MHUS; ;2101P5
5342102;2101;P5;F02;      4; ;2010-04-10 13:30;2010-04-10 17:30;MHUS; ;2101P5
5342102;2101;P5;F02;      5; ;2010-04-24 08:30;2010-04-24 12:30;MHUS; ;2101P5
5342102;2101;P5;F02;      6; ;2010-04-24 13:30;2010-04-24 17:30;MHUS; ;2101P5
5342202;2093;P2;V01;      1; ;2009-10-14 18:45;2009-10-14 21:45;HDES; ;2093P2
5342202;2093;P2;V01;      2; ;2009-10-21 18:45;2009-10-21 21:45;HDES; ;2093P2
5342202;2093;P2;V01;      3; ;2009-10-28 18:45;2009-10-28 21:45;HDES; ;2093P2
5342202;2093;P2;V01;      4; ;2009-11-04 18:45;2009-11-04 21:45;HDES; ;2093P2
5342202;2093;P2;V01;      5; ;2009-11-11 18:45;2009-11-11 21:45;HDES; ;2093P2
5342202;2093;P2;V01;      6; ;2009-11-18 18:45;2009-11-18 21:45;HDES; ;2093P2
5342202;2101;P6;F02;      1; ;2010-05-15 08:30;2010-05-15 12:30;OCGA; ;2101P6
5342202;2101;P6;F02;      2; ;2010-05-15 13:30;2010-05-15 17:30;OCGA; ;2101P6
5342202;2101;P6;F02;      3; ;2010-05-29 08:30;2010-05-29 12:30;OCGA; ;2101P6
5342202;2101;P6;F02;      4; ;2010-05-29 13:30;2010-05-29 17:30;OCGA; ;2101P6
5342202;2101;P6;F02;      5; ;2010-06-12 08:30;2010-06-12 12:30;OCGA; ;2101P6
5342202;2101;P6;F02;      6; ;2010-06-12 13:30;2010-06-12 17:30;OCGA; ;2101P6
5342202;2102;P7;A01;      1; ;2010-06-14 08:30;2010-06-14 11:30; ; ;2102P7
5342202;2102;P7;A01;      2; ;2010-06-16 08:30;2010-06-16 11:30; ; ;2102P7
5342202;2102;P7;A01;      3; ;2010-06-21 08:30;2010-06-21 11:30; ; ;2102P7
5342202;2102;P7;A01;      4; ;2010-06-23 08:30;2010-06-23 11:30; ; ;2102P7
5342202;2102;P7;A01;      5; ;2010-06-28 08:30;2010-06-28 11:30; ; ;2102P7
5342202;2102;P7;A01;      6; ;2010-06-30 08:30;2010-06-30 11:30; ; ;2102P7
5342306;2101;P4;F01;      1; ;2010-01-23 09:00;2010-01-23 12:00;MHUS; ;2101P4
5342306;2101;P4;F01;      2; ;2010-01-23 13:00;2010-01-23 16:00;MHUS; ;2101P4
5342306;2101;P4;F01;      3; ;2010-01-30 09:00;2010-01-30 12:00;MHUS; ;2101P4
5342306;2101;P4;F01;      4; ;2010-02-06 09:00;2010-02-06 12:00;MHUS; ;2101P4
5342306;2101;P4;F01;      5; ;2010-02-13 09:00;2010-02-13 12:00;MHUS; ;2101P4
5342306;2101;P4;F01;      6; ;2010-02-20 09:00;2010-02-20 12:00;MHUS; ;2101P4
5342406;2093;P2;DF2;      1;FIN;2009-11-21 13:30;2009-11-21 16:30; ; ;2093P2
5342406;2093;P2;F10;      1; ;2009-10-24 08:30;2009-10-24 12:30;SHUB; ;2093P2
5342406;2093;P2;F10;      1;FIN;2009-11-21 13:30;2009-11-21 16:30;SHUB;TOUS;2093P2
5342406;2093;P2;F10;      2; ;2009-10-24 13:30;2009-10-24 17:30;SHUB; ;2093P2
5342406;2093;P2;F10;      3; ;2009-11-07 08:30;2009-11-07 12:30;SHUB; ;2093P2
5342406;2093;P2;F10;      4; ;2009-11-07 13:30;2009-11-07 17:30;SHUB; ;2093P2
5342406;2093;P2;F10;      5; ;2009-11-21 08:30;2009-11-21 12:30;SHUB; ;2093P2
5342406;2093;P3;DF3;      1;FIN;2010-01-16 13:30;2010-01-16 16:30; ; ;2093P3
5342406;2093;P3;X01;      1; ;2009-11-24 18:45;2009-11-24 21:45;HDES; ;2093P3
5342406;2093;P3;X01;      1;FIN;2010-01-16 13:30;2010-01-16 16:30;3020;TOUS;2093P3
5342406;2093;P3;X01;      2; ;2009-12-01 18:45;2009-12-01 21:45;HDES; ;2093P3
5342406;2093;P3;X01;      3; ;2009-12-08 18:45;2009-12-08 21:45;HDES; ;2093P3
5342406;2093;P3;X01;      4; ;2009-12-15 18:45;2009-12-15 21:45;HDES; ;2093P3
5342406;2093;P3;X01;      5; ;2010-01-05 18:45;2010-01-05 21:45;HDES; ;2093P3
5342406;2093;P3;X01;      6; ;2010-01-12 18:45;2010-01-12 21:45;HDES; ;2093P3
5342406;2101;P5;DF5;      1;FIN;2010-04-23 18:45;2010-04-23 21:45; ; ;2101P5
5342406;2101;P5;V01;      1; ;2010-03-08 18:45;2010-03-08 21:45;SCPO; ;2101P5
5342406;2101;P5;V01;      1;FIN;2010-04-23 18:45;2010-04-23 21:45; ; ;2101P5
5342406;2101;P5;V01;      2; ;2010-03-15 18:45;2010-03-15 21:45;SCPO; ;2101P5
5342406;2101;P5;V01;      3; ;2010-03-22 18:45;2010-03-22 21:45;SCPO; ;2101P5
5342406;2101;P5;V01;      4; ;2010-03-29 18:45;2010-03-29 21:45;SCPO; ;2101P5
5342406;2101;P5;V01;      5; ;2010-04-12 18:45;2010-04-12 21:45;SCPO; ;2101P5
5342406;2101;P5;V01;      6; ;2010-04-19 18:45;2010-04-19 21:45;SCPO; ;2101P5
5342406;2101;P6;C01;      1; ;2010-04-28 12:00;2010-04-28 15:00;SCPO; ;2101P6
5342406;2101;P6;C01;      1;FIN;2010-06-09 12:00;2010-06-09 15:00; ; ;2101P6
5342406;2101;P6;C01;      2; ;2010-05-05 12:00;2010-05-05 15:00;SCPO; ;2101P6
5342406;2101;P6;C01;      3; ;2010-05-12 12:00;2010-05-12 15:00;SCPO; ;2101P6
5342406;2101;P6;C01;      4; ;2010-05-19 12:00;2010-05-19 15:00;SCPO; ;2101P6
5342406;2101;P6;C01;      5; ;2010-05-26 12:00;2010-05-26 15:00;SCPO; ;2101P6
5342406;2101;P6;C01;      6; ;2010-06-02 12:00;2010-06-02 15:00;SCPO; ;2101P6
5342406;2101;P6;DF6;      1;FIN;2010-06-09 12:00;2010-06-09 15:00; ; ;2101P6
5342508;2101;P4;T01;      1; ;2010-01-20 18:45;2010-01-20 21:45;HDES; ;2101P4
5342508;2101;P4;T01;      2; ;2010-01-27 18:45;2010-01-27 21:45;HDES; ;2101P4
5342508;2101;P4;T01;      3; ;2010-02-03 18:45;2010-02-03 21:45;HDES; ;2101P4
5342508;2101;P4;T01;      4; ;2010-02-10 18:45;2010-02-10 21:45;HDES; ;2101P4
5342508;2101;P4;T01;      5; ;2010-02-17 18:45;2010-02-17 21:45;HDES; ;2101P4
5342508;2101;P4;T01;      6; ;2010-02-24 18:45;2010-02-24 21:45;HDES; ;2101P4
5342508;2101;P6;C01;      1; ;2010-04-27 12:00;2010-04-27 15:00;XCAN; ;2101P6
5342508;2101;P6;C01;      2; ;2010-05-04 12:00;2010-05-04 15:00;XCAN; ;2101P6
5342508;2101;P6;C01;      3; ;2010-05-11 12:00;2010-05-11 15:00;XCAN; ;2101P6
5342508;2101;P6;C01;      4; ;2010-05-18 12:00;2010-05-18 15:00;XCAN; ;2101P6
5342508;2101;P6;C01;      5; ;2010-05-25 12:00;2010-05-25 15:00;XCAN; ;2101P6
5342508;2101;P6;C01;      6; ;2010-06-01 12:00;2010-06-01 15:00;XCAN; ;2101P6
5345502;2101;P5;A01;      1; ;2010-03-11 15:30;2010-03-11 18:30;HDES; ;2101P5
5345502;2101;P5;A01;      2; ;2010-03-18 15:30;2010-03-18 18:30;HDES; ;2101P5
5345502;2101;P5;A01;      3; ;2010-03-25 15:30;2010-03-25 18:30;HDES; ;2101P5
5345502;2101;P5;A01;      4; ;2010-04-01 15:30;2010-04-01 18:30;HDES; ;2101P5
5345502;2101;P5;A01;      5; ;2010-04-08 15:30;2010-04-08 18:30;HDES; ;2101P5
5345502;2101;P5;A01;      6; ;2010-04-15 15:30;2010-04-15 18:30;HDES; ;2101P5
5345603;2101;P5;A01;      1; ;2010-03-08 12:00;2010-03-08 15:00;HDES; ;2101P5
5345603;2101;P5;A01;      2; ;2010-03-15 12:00;2010-03-15 15:00;HDES; ;2101P5
5345603;2101;P5;A01;      3; ;2010-03-22 12:00;2010-03-22 15:00;HDES; ;2101P5
5345603;2101;P5;A01;      4; ;2010-03-29 12:00;2010-03-29 15:00;HDES; ;2101P5
5345603;2101;P5;A01;      5; ;2010-04-12 12:00;2010-04-12 15:00;HDES; ;2101P5
5345603;2101;P5;A01;      6; ;2010-04-19 12:00;2010-04-19 15:00;HDES; ;2101P5
5345705;2101;P5;V01;      1; ;2010-03-11 18:45;2010-03-11 21:45;OCGA; ;2101P5
5345705;2101;P5;V01;      2; ;2010-03-18 18:45;2010-03-18 21:45;OCGA; ;2101P5
5345705;2101;P5;V01;      3; ;2010-03-25 18:45;2010-03-25 21:45;OCGA; ;2101P5
5345705;2101;P5;V01;      4; ;2010-04-01 18:45;2010-04-01 21:45;OCGA; ;2101P5
5345705;2101;P5;V01;      5; ;2010-04-08 18:45;2010-04-08 21:45;OCGA; ;2101P5
5345705;2101;P5;V01;      6; ;2010-04-15 18:45;2010-04-15 21:45;OCGA; ;2101P5
5346404;2101;P5;A01;      1; ;2010-03-08 08:30;2010-03-08 11:30;OCGA; ;2101P5
5346404;2101;P5;A01;      2; ;2010-03-15 08:30;2010-03-15 11:30;OCGA; ;2101P5
5346404;2101;P5;A01;      3; ;2010-03-22 08:30;2010-03-22 11:30;OCGA; ;2101P5
5346404;2101;P5;A01;      4; ;2010-03-29 08:30;2010-03-29 11:30;OCGA; ;2101P5
5346404;2101;P5;A01;      5; ;2010-04-12 08:30;2010-04-12 11:30;OCGA; ;2101P5
5346404;2101;P5;A01;      6; ;2010-04-19 08:30;2010-04-19 11:30;OCGA; ;2101P5
5346704;2101;P5;A01;      1; ;2010-03-10 12:00;2010-03-10 15:00;OCGA; ;2101P5
5346704;2101;P5;A01;      2; ;2010-03-17 12:00;2010-03-17 15:00;OCGA; ;2101P5
5346704;2101;P5;A01;      3; ;2010-03-24 12:00;2010-03-24 15:00;OCGA; ;2101P5
5346704;2101;P5;A01;      4; ;2010-03-31 12:00;2010-03-31 15:00;OCGA; ;2101P5
5346704;2101;P5;A01;      5; ;2010-04-07 12:00;2010-04-07 15:00;OCGA; ;2101P5
5346704;2101;P5;A01;      6; ;2010-04-14 12:00;2010-04-14 15:00;OCGA; ;2101P5
5347002;2101;P6;C01;      1; ;2010-04-29 15:30;2010-04-29 18:30;SCPO; ;2101P6
5347002;2101;P6;C01;      2; ;2010-05-08 09:00;2010-05-08 12:00;SCPO; ;2101P6
5347002;2101;P6;C01;      3; ;2010-05-08 13:00;2010-05-08 16:00;SCPO; ;2101P6
5347002;2101;P6;C01;      4; ;2010-05-20 15:30;2010-05-20 18:30;SCPO; ;2101P6
5347002;2101;P6;C01;      5; ;2010-05-27 15:30;2010-05-27 18:30;SCPO; ;2101P6
5347002;2101;P6;C01;      6; ;2010-06-03 15:30;2010-06-03 18:30;SCPO; ;2101P6
5347002;2101;P6;C02;      1; ;2010-04-29 15:30;2010-04-29 18:30;OCGA; ;2101P6
5347002;2101;P6;C02;      2; ;2010-05-09 09:00;2010-05-09 12:00;OCGA; ;2101P6
5347002;2101;P6;C02;      3; ;2010-05-09 13:00;2010-05-09 16:00;OCGA; ;2101P6
5347002;2101;P6;C02;      4; ;2010-05-20 15:30;2010-05-20 18:30;OCGA; ;2101P6
5347002;2101;P6;C02;      5; ;2010-05-27 15:30;2010-05-27 18:30;OCGA; ;2101P6
5347002;2101;P6;C02;      6; ;2010-06-03 15:30;2010-06-03 18:30;OCGA; ;2101P6
5347202;2101;P6;C01;      1; ;2010-04-26 12:00;2010-04-26 15:00;SSAU; ;2101P6
5347202;2101;P6;C01;      2; ;2010-05-03 12:00;2010-05-03 15:00;SSAU; ;2101P6
5347202;2101;P6;C01;      3; ;2010-05-10 12:00;2010-05-10 15:00;SSAU; ;2101P6
5347202;2101;P6;C01;      4; ;2010-05-17 12:00;2010-05-17 15:00;SSAU; ;2101P6
5347202;2101;P6;C01;      5; ;2010-05-24 12:00;2010-05-24 15:00;SSAU; ;2101P6
5347202;2101;P6;C01;      6; ;2010-05-31 12:00;2010-05-31 15:00;SSAU; ;2101P6
5347202;2102;P7;A01;      1; ;2010-06-14 12:00;2010-06-14 15:00; ; ;2102P7
5347202;2102;P7;A01;      2; ;2010-06-16 12:00;2010-06-16 15:00; ; ;2102P7
5347202;2102;P7;A01;      3; ;2010-06-21 12:00;2010-06-21 15:00; ; ;2102P7
5347202;2102;P7;A01;      4; ;2010-06-23 12:00;2010-06-23 15:00; ; ;2102P7
5347202;2102;P7;A01;      5; ;2010-06-28 12:00;2010-06-28 15:00; ; ;2102P7
5347202;2102;P7;A01;      6; ;2010-06-30 12:00;2010-06-30 15:00; ; ;2102P7
5347306;2101;P6;C01;      1; ;2010-04-27 15:30;2010-04-27 18:30;XCAN; ;2101P6
5347306;2101;P6;C01;      2; ;2010-05-04 15:30;2010-05-04 18:30;XCAN; ;2101P6
5347306;2101;P6;C01;      3; ;2010-05-11 15:30;2010-05-11 18:30;XCAN; ;2101P6
5347306;2101;P6;C01;      4; ;2010-05-18 15:30;2010-05-18 18:30;XCAN; ;2101P6
5347306;2101;P6;C01;      5; ;2010-05-25 15:30;2010-05-25 18:30;XCAN; ;2101P6
5347306;2101;P6;C01;      6; ;2010-06-01 15:30;2010-06-01 18:30;XCAN; ;2101P6
5347508;2101;P6;C01;      1; ;2010-04-29 12:00;2010-04-29 15:00;HDES; ;2101P6
5347508;2101;P6;C01;      2; ;2010-05-06 12:00;2010-05-06 15:00;HDES; ;2101P6
5347508;2101;P6;C01;      3; ;2010-05-20 12:00;2010-05-20 15:00;HDES; ;2101P6
5347508;2101;P6;C01;      4; ;2010-05-27 12:00;2010-05-27 15:00;HDES; ;2101P6
5347508;2101;P6;C01;      5; ;2010-06-03 12:00;2010-06-03 15:00;HDES; ;2101P6
5347508;2101;P6;C01;      6; ;2010-06-07 12:00;2010-06-07 15:00;HDES; ;2101P6
5350607;2101;P5;A01;      1; ;2010-03-09 08:30;2010-03-09 11:30;HDES; ;2101P5
5350607;2101;P5;A01;      1;FIN;2010-04-20 08:30;2010-04-20 11:30; ; ;2101P5
5350607;2101;P5;A01;      2; ;2010-03-16 08:30;2010-03-16 11:30;HDES; ;2101P5
5350607;2101;P5;A01;      3; ;2010-03-23 08:30;2010-03-23 11:30;HDES; ;2101P5
5350607;2101;P5;A01;      4; ;2010-03-30 08:30;2010-03-30 11:30;HDES; ;2101P5
5350607;2101;P5;A01;      5; ;2010-04-06 08:30;2010-04-06 11:30;HDES; ;2101P5
5350607;2101;P5;A01;      6; ;2010-04-13 08:30;2010-04-13 11:30;HDES; ;2101P5
5350607;2101;P5;DF5;      1;FIN;2010-04-20 08:30;2010-04-20 11:30; ; ;2101P5
5350702;2101;P6;X01;      1; ;2010-04-27 18:45;2010-04-27 21:45;OCGA; ;2101P6
5350702;2101;P6;X01;      2; ;2010-05-04 18:45;2010-05-04 21:45;OCGA; ;2101P6
5350702;2101;P6;X01;      3; ;2010-05-11 18:45;2010-05-11 21:45;OCGA; ;2101P6
5350702;2101;P6;X01;      4; ;2010-05-18 18:45;2010-05-18 21:45;OCGA; ;2101P6
5350702;2101;P6;X01;      5; ;2010-05-25 18:45;2010-05-25 21:45;OCGA; ;2101P6
5350702;2101;P6;X01;      6; ;2010-06-01 18:45;2010-06-01 21:45;OCGA; ;2101P6
5351307;2101;P5;DF5;      1;FIN;2010-04-21 18:45;2010-04-21 21:45; ; ;2101P5
5351307;2101;P5;V01;      1; ;2010-03-10 18:45;2010-03-10 21:45;MHUS; ;2101P5
5351307;2101;P5;V01;      1;FIN;2010-04-21 18:45;2010-04-21 21:45; ; ;2101P5
5351307;2101;P5;V01;      2; ;2010-03-17 18:45;2010-03-17 21:45;MHUS; ;2101P5
5351307;2101;P5;V01;      3; ;2010-03-24 18:45;2010-03-24 21:45;MHUS; ;2101P5
5351307;2101;P5;V01;      4; ;2010-03-31 18:45;2010-03-31 21:45;MHUS; ;2101P5
5351307;2101;P5;V01;      5; ;2010-04-07 18:45;2010-04-07 21:45;MHUS; ;2101P5
5351307;2101;P5;V01;      6; ;2010-04-14 18:45;2010-04-14 21:45;MHUS; ;2101P5
5355107;2102;P7;A01;      1; ;2010-06-15 08:30;2010-06-15 11:30; ; ;2102P7
5355107;2102;P7;A01;      1;FIN;2010-07-03 13:30;2010-07-03 16:30; ; ;2102P7
5355107;2102;P7;A01;      2; ;2010-06-17 08:30;2010-06-17 11:30; ; ;2102P7
5355107;2102;P7;A01;      3; ;2010-06-18 08:30;2010-06-18 11:30; ; ;2102P7
5355107;2102;P7;A01;      4; ;2010-06-22 08:30;2010-06-22 11:30; ; ;2102P7
5355107;2102;P7;A01;      5; ;2010-06-25 08:30;2010-06-25 11:30; ; ;2102P7
5355107;2102;P7;A01;      6; ;2010-06-29 08:30;2010-06-29 11:30; ; ;2102P7
5355107;2102;P7;DF7;      1; ;2010-06-14 01:00;2010-07-04 01:01; ; ;2102P7
5355107;2102;P7;DF7;      1;FIN;2010-07-23 13:30;2010-07-23 16:30; ; ;2102P7
5355208;2101;P6;C01;      1; ;2010-04-27 08:30;2010-04-27 11:30;SCPO; ;2101P6
5355208;2101;P6;C01;      2; ;2010-05-04 08:30;2010-05-04 11:30;SCPO; ;2101P6
5355208;2101;P6;C01;      3; ;2010-05-11 08:30;2010-05-11 11:30;SCPO; ;2101P6
